x1 y1 x2 y2 x3 y3
3.361102154423768251e+00 2.160459885250745893e-01 1.369550738003456445e+02 1.131050000689648796e-02 9.526172765356712091e+00 1.169668289726370769e-01
3.681507916486105980e+00 1.684916123454595072e-01 1.395931128268033490e+02 1.518983498386535479e-02 1.004700198753966589e+01 1.200572648991493491e-01
4.001913678548444153e+00 1.286487494330861014e-01 1.422311518532610535e+02 1.998492394482187171e-02 1.056783120972262324e+01 1.194195574378319746e-01
4.322319440610781882e+00 9.708101423516503348e-02 1.448691908797187580e+02 2.531271139329832956e-02 1.108866043190557704e+01 1.148421124001326732e-01
4.642725202673119611e+00 7.256557622657927586e-02 1.475072299061764625e+02 3.017192671695061515e-02 1.160948965408853439e+01 1.067235196400057179e-01
4.963130964735457340e+00 5.419624834290465848e-02 1.501452689326341670e+02 3.316043735653011887e-02 1.213031887627149175e+01 9.643080214967218733e-02
5.283536726797795069e+00 4.126111855970220760e-02 1.527833079590918715e+02 3.331063183133645134e-02 1.265114809845444555e+01 8.604256437271587399e-02
5.603942488860132798e+00 3.232142331508876948e-02 1.554213469855495759e+02 3.090543001709826487e-02 1.317197732063740290e+01 7.727667733107318471e-02
5.924348250922470527e+00 2.568108050415125396e-02 1.580593860120072804e+02 2.729589696534590396e-02 1.369280654282035670e+01 7.043564880137323514e-02
6.244754012984808256e+00 2.062544546668047124e-02 1.606974250384649849e+02 2.378203893000586586e-02 1.421363576500331405e+01 6.440683575424065166e-02
6.565159775047145985e+00 1.733960808622944660e-02 1.633354640649226894e+02 2.074491138075357233e-02 1.473446498718626785e+01 5.775188324720872957e-02
6.885565537109485490e+00 1.549921060848255885e-02 1.659735030913803939e+02 1.782369759419259042e-02 1.525529420936922520e+01 4.987261710637361234e-02
7.205971299171823219e+00 1.374420692353534382e-02 1.686115421178380984e+02 1.465854170523244945e-02 1.577612343155218255e+01 4.129812319267798376e-02
7.526377061234160948e+00 1.094919955424703342e-02 1.712495811442958029e+02 1.131101696827756936e-02 1.629695265373513635e+01 3.307539552376633635e-02
7.846782823296498677e+00 7.448511049326249356e-03 1.738876201707535074e+02 8.159440358992766512e-03 1.681778187591809370e+01 2.597997022893034497e-02
8.167188585358836406e+00 4.599038789282976387e-03 1.765256591972112119e+02 5.615356193861707236e-03 1.733861109810104750e+01 2.018875146552849553e-02
8.487594347421174135e+00 3.466985803609913975e-03 1.791636982236689164e+02 3.896601737340383165e-03 1.785944032028400486e+01 1.549208292935254881e-02
8.808000109483511864e+00 4.078146633430851549e-03 1.818017372501266209e+02 2.910851750773987140e-03 1.838026954246696221e+01 1.168939018693733456e-02
9.128405871545849593e+00 5.513152993776899644e-03 1.844397762765843254e+02 2.325199996420493007e-03 1.890109876464991601e+01 8.790794164624351689e-03
9.448811633608187321e+00 6.570731336858138399e-03 1.870778153030420299e+02 1.821110178636327868e-03 1.942192798683287336e+01 6.910868996789503067e-03
9.769217395670525050e+00 6.695253951549845831e-03 1.897158543294997344e+02 1.318804581001341899e-03 1.994275720901582716e+01 6.021793328963471158e-03
1.008962315773286278e+01 6.374713840783500715e-03 1.923538933559574389e+02 9.432643259950535160e-04 2.046358643119878451e+01 5.820044539264423826e-03
1.041002891979520228e+01 6.384263328637149876e-03 1.949919323824151718e+02 7.944900907892463648e-04 2.098441565338173831e+01 5.820027444162931447e-03
1.073043468185754001e+01 6.699239654212907867e-03 1.976299714088728763e+02 7.982878041825714008e-04 2.150524487556469566e+01 5.582354278483991385e-03
1.105084044391987774e+01 6.512382704740540817e-03 2.002680104353305808e+02 7.803681114619694624e-04 2.202607409774764946e+01 4.902068209472795757e-03
1.137124620598221547e+01 5.297211967286781509e-03 2.029060494617882853e+02 6.396570004027763009e-04 2.254690331993060681e+01 3.849407164578267683e-03
1.169165196804455320e+01 3.443151431082012298e-03 2.055440884882459898e+02 4.168207224273308312e-04 2.306773254211356416e+01 2.669230756276465364e-03
1.201205773010689093e+01 1.759341991793265557e-03 2.081821275147036943e+02 2.127270342323676845e-04 2.358856176429651796e+01 1.620996957751585053e-03
1.233246349216922866e+01 7.029167589165425008e-04 2.108201665411613988e+02 8.469823631394673112e-05 2.410939098647947532e+01 8.567500124703158852e-04
1.265286925423156639e+01 2.192188138147157042e-04 2.134582055676191032e+02 2.628267811959936971e-05 2.463022020866242912e+01 3.921160523304369379e-04
1.297327501629390412e+01 5.333830584033378154e-05 2.160962445940768077e+02 6.354730620256003022e-06 2.515104943084538647e+01 1.547860075580494198e-04
1.329368077835624185e+01 1.012313317419058576e-05 2.187342836205345122e+02 1.197094578125132354e-06 2.567187865302834027e+01 5.253817538668481411e-05
1.361408654041857957e+01 1.498587388630816699e-06 2.213723226469922167e+02 1.756937341333885245e-07 2.619270787521129762e+01 1.529863917014433097e-05
1.393449230248091730e+01 1.730347729501030735e-07 2.240103616734499212e+02 2.008994292031039083e-08 2.671353709739425142e+01 3.815431433276568880e-06
